Order_ID,Order_Date,Customer_ID,Customer_Name,Segment,Region,State,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Shipping_Cost,Payment_Mode
ORD-002472,2022-06-17,CUST-0237,Joseph Williams,Corporate,East,Massachusetts,PROD-0150,Furniture,Bookcases,Premium Stool 320,3748.58,3,0.0,539.44,136.89,Net Banking
ORD-002473,2022-06-13,CUST-0390,James Harris,Home Office,East,Pennsylvania,PROD-0066,Technology,Phones,Pro Tablet 818,3803.27,4,0.4,-152.04,149.17,Net Banking
ORD-002474,2021-08-26,CUST-0260,Sarah Taylor,Corporate,East,New Jersey,PROD-0029,Office Supplies,Fasteners,Smart Folder 168,29.04,1,0.4,-5.6,31.43,Card
ORD-002475,2023-10-21,CUST-0165,Sarah Harris,Home Office,East,Pennsylvania,PROD-0144,Technology,Copiers,Smart Camera 425,15184.13,6,0.0,4270.95,274.58,Cash
ORD-002476,2023-12-23,CUST-0400,Robert Thomas,Corporate,East,New Jersey,PROD-0124,Furniture,Tables,Elite Chair 472,6059.56,6,0.0,1553.84,22.46,UPI
ORD-002477,2022-04-28,CUST-0489,Sarah Wilson,Consumer,South,North Carolina,PROD-0100,Office Supplies,Envelopes,Ultra Tape 865,167.26,7,0.4,-8.79,92.18,Cash
ORD-002478,2022-09-01,CUST-0166,Jessica Martin,Corporate,West,Arizona,PROD-0131,Furniture,Furnishings,Smart Chair 305,998.23,6,0.3,7.36,184.22,Net Banking
ORD-002479,2022-04-11,CUST-0240,Jessica Brown,Home Office,South,North Carolina,PROD-0198,Furniture,Chairs,Elite Cabinet 850,4118.29,4,0.3,424.28,172.31,UPI
ORD-002480,2021-05-19,CUST-0391,Jessica Davis,Corporate,North,Michigan,PROD-0089,Furniture,Furnishings,Ultra Chair 492,7502.19,8,0.2,710.13,51.63,Net Banking
ORD-002481,2023-03-13,CUST-0346,Robert Taylor,Home Office,South,Georgia,PROD-0056,Furniture,Bookcases,Smart Stool 655,10422.18,9,0.4,-2349.94,177.23,Net Banking
ORD-002482,2021-08-02,CUST-0442,Patricia Johnson,Consumer,West,California,PROD-0111,Furniture,Bookcases,Basic Cabinet 417,800.49,3,0.1,25.93,121.3,Card
ORD-002483,2022-05-26,CUST-0186,John Martin,Home Office,North,Minnesota,PROD-0102,Furniture,Furnishings,Basic Cabinet 346,1609.39,10,0.0,383.81,497.29,Cash
ORD-002484,2022-04-03,CUST-0262,John Moore,Consumer,South,Florida,PROD-0120,Office Supplies,Labels,Basic Stapler 608,76.8,2,0.0,24.3,70.2,Cash
ORD-002485,2023-06-23,CUST-0043,Mary Jackson,Corporate,East,New York,PROD-0044,Furniture,Tables,Basic Shelf 287,1876.36,5,0.3,-272.44,15.63,Cash
ORD-002486,2023-07-09,CUST-0004,Michael White,Home Office,East,Connecticut,PROD-0017,Technology,Phones,Elite Monitor 696,10711.8,8,0.2,1487.67,50.08,Cash
ORD-002487,2023-05-31,CUST-0251,James Moore,Corporate,West,Nevada,PROD-0157,Office Supplies,Fasteners,Basic Scissors 696,164.27,2,0.0,39.0,74.68,UPI
ORD-002488,2021-02-09,CUST-0170,David Anderson,Corporate,East,New Jersey,PROD-0024,Technology,Copiers,Pro Monitor 453,10099.12,9,0.0,2378.68,318.29,UPI
ORD-002489,2021-09-21,CUST-0364,Joseph White,Home Office,East,Pennsylvania,PROD-0033,Office Supplies,Art,Ultra Folder 916,125.61,1,0.1,12.0,49.81,Cash
ORD-002490,2022-10-22,CUST-0067,Mary Smith,Home Office,North,Ohio,PROD-0062,Office Supplies,Paper,Ultra Marker 933,97.33,1,0.1,16.63,35.09,UPI
ORD-002491,2022-11-09,CUST-0102,Sarah Wilson,Home Office,South,Virginia,PROD-0117,Technology,Machines,Classic Printer 270,17442.31,10,0.0,5316.87,293.32,Card
ORD-002492,2023-03-23,CUST-0447,Jennifer White,Corporate,South,Texas,PROD-0107,Technology,Accessories,Premium Laptop 908,5438.91,7,0.4,-104.19,176.04,UPI
ORD-002493,2022-02-27,CUST-0005,David Smith,Consumer,North,Wisconsin,PROD-0064,Technology,Accessories,Classic Tablet 396,4000.03,5,0.0,1331.45,106.54,Net Banking
ORD-002494,2023-08-09,CUST-0201,David Harris,Home Office,South,North Carolina,PROD-0068,Furniture,Furnishings,Pro Cabinet 691,648.84,6,0.0,51.88,223.54,Card
ORD-002495,2022-09-06,CUST-0251,James Moore,Corporate,West,Nevada,PROD-0105,Office Supplies,Fasteners,Elite Notebook 888,500.63,3,0.0,113.09,50.7,Card
ORD-002496,2022-10-13,CUST-0184,Linda Jackson,Corporate,South,Florida,PROD-0002,Technology,Copiers,Elite Tablet 901,8315.5,7,0.4,-1998.92,257.5,Cash
ORD-002497,2021-11-29,CUST-0063,John Moore,Home Office,South,Texas,PROD-0085,Office Supplies,Labels,Basic Scissors 101,423.41,3,0.0,105.09,147.13,Card
ORD-002498,2022-01-31,CUST-0167,Jessica Anderson,Consumer,North,Ohio,PROD-0129,Furniture,Chairs,Basic Cabinet 998,5515.44,4,0.3,476.37,151.15,UPI
ORD-002499,2021-12-24,CUST-0255,William Miller,Corporate,North,Minnesota,PROD-0104,Technology,Accessories,Eco Monitor 474,15758.04,10,0.3,-2773.15,80.06,Card
ORD-002500,2021-11-22,CUST-0469,Jessica Jones,Consumer,East,New York,PROD-0085,Office Supplies,Labels,Basic Scissors 101,208.1,3,0.5,-45.03,85.6,Cash
ORD-002501,2022-03-29,CUST-0206,Michael Moore,Consumer,South,Florida,PROD-0011,Technology,Machines,Ultra Laptop 706,1226.85,1,0.1,-29.49,45.7,UPI
ORD-002502,2023-11-06,CUST-0411,Barbara Harris,Corporate,East,New Jersey,PROD-0137,Office Supplies,Art,Classic Marker 206,522.84,9,0.4,-130.59,402.98,UPI
ORD-002503,2021-12-31,CUST-0424,Sarah Davis,Home Office,South,North Carolina,PROD-0034,Technology,Accessories,Eco Phone 505,12883.09,6,0.2,1136.61,120.78,Cash
ORD-002504,2022-12-24,CUST-0024,James Brown,Home Office,South,Virginia,PROD-0084,Technology,Machines,Ultra Camera 539,13567.16,10,0.0,1113.76,118.53,Net Banking
ORD-002505,2022-04-03,CUST-0304,Joseph Jones,Consumer,West,Oregon,PROD-0141,Office Supplies,Labels,Basic Tape 617,487.3,7,0.0,89.0,103.29,Card
ORD-002506,2021-01-02,CUST-0045,Jessica Miller,Consumer,North,Michigan,PROD-0100,Office Supplies,Envelopes,Ultra Tape 865,767.38,9,0.5,-58.73,43.49,Card
ORD-002507,2021-12-10,CUST-0450,Sarah Wilson,Corporate,North,Michigan,PROD-0090,Furniture,Chairs,Smart Chair 476,2402.54,9,0.4,-604.87,414.22,Cash
ORD-002508,2023-06-06,CUST-0140,Barbara Moore,Home Office,North,Ohio,PROD-0118,Technology,Accessories,Classic Camera 850,2317.74,10,0.1,-64.64,494.54,Net Banking
ORD-002509,2021-08-05,CUST-0144,Barbara Smith,Consumer,South,Florida,PROD-0100,Office Supplies,Envelopes,Ultra Tape 865,737.26,10,0.5,-130.35,434.34,Cash
ORD-002510,2022-11-04,CUST-0239,William Jackson,Consumer,South,Virginia,PROD-0027,Technology,Machines,Ultra Monitor 633,10110.14,4,0.1,1276.52,103.32,UPI
ORD-002511,2023-11-18,CUST-0452,John Jackson,Home Office,North,Minnesota,PROD-0038,Furniture,Tables,Smart Shelf 301,4766.64,10,0.4,-554.08,79.31,UPI
ORD-002512,2023-08-16,CUST-0398,David Taylor,Corporate,South,Virginia,PROD-0061,Office Supplies,Envelopes,Eco Scissors 269,1437.94,10,0.0,350.16,251.02,Net Banking
ORD-002513,2022-09-01,CUST-0301,Jessica Miller,Corporate,South,North Carolina,PROD-0073,Office Supplies,Labels,Elite Scissors 750,553.51,5,0.2,-14.87,214.75,Card
ORD-002514,2021-12-15,CUST-0232,Jennifer Moore,Consumer,South,Texas,PROD-0104,Technology,Accessories,Eco Monitor 474,2157.8,6,0.2,186.13,101.96,Net Banking
ORD-002515,2021-08-12,CUST-0426,Michael Jones,Consumer,East,New York,PROD-0091,Technology,Accessories,Pro Monitor 756,636.43,5,0.1,45.99,168.28,Cash
ORD-002516,2023-11-23,CUST-0472,James White,Home Office,North,Illinois,PROD-0157,Office Supplies,Fasteners,Basic Scissors 696,1435.74,10,0.0,270.81,314.81,Net Banking
ORD-002517,2022-10-06,CUST-0187,William Brown,Consumer,West,Arizona,PROD-0130,Technology,Machines,Classic Speaker 435,12774.54,8,0.3,-830.45,394.82,Card
ORD-002518,2023-12-14,CUST-0194,James Johnson,Corporate,West,Oregon,PROD-0123,Furniture,Chairs,Premium Desk 145,343.96,1,0.5,-33.6,35.59,Card
ORD-002519,2021-07-20,CUST-0227,Michael Williams,Corporate,West,Washington,PROD-0167,Technology,Accessories,Ultra Monitor 758,17700.08,7,0.0,5558.68,246.72,Cash
ORD-002520,2021-02-22,CUST-0162,Robert Johnson,Corporate,North,Minnesota,PROD-0169,Office Supplies,Binders,Elite Folder 452,249.68,4,0.4,-23.68,39.94,Cash
ORD-002521,2023-10-24,CUST-0367,Linda Harris,Corporate,East,New Jersey,PROD-0183,Furniture,Tables,Pro Lamp 892,3483.6,7,0.3,-526.13,203.37,Card
ORD-002522,2022-04-05,CUST-0373,Michael Thomas,Home Office,North,Michigan,PROD-0048,Furniture,Furnishings,Pro Shelf 291,1299.95,7,0.3,-170.72,171.88,UPI
ORD-002523,2022-11-09,CUST-0356,Barbara Williams,Corporate,West,Oregon,PROD-0172,Technology,Phones,Elite Speaker 642,4449.97,5,0.0,473.98,242.62,Cash
ORD-002524,2023-09-25,CUST-0138,Susan Martin,Home Office,West,Oregon,PROD-0124,Furniture,Tables,Elite Chair 472,217.97,1,0.1,39.91,17.76,UPI
ORD-002525,2021-03-27,CUST-0356,Barbara Williams,Corporate,West,Oregon,PROD-0116,Furniture,Tables,Premium Sofa 267,1835.17,2,0.5,-503.86,24.29,UPI
ORD-002526,2022-07-16,CUST-0136,Sarah Harris,Corporate,West,Nevada,PROD-0093,Office Supplies,Paper,Smart Folder 839,80.03,3,0.0,17.23,44.15,Card
ORD-002527,2021-10-30,CUST-0490,Jennifer Jackson,Corporate,North,Minnesota,PROD-0163,Office Supplies,Art,Smart Notebook 319,775.23,7,0.3,-140.39,262.8,Card
ORD-002528,2021-12-12,CUST-0464,John Davis,Home Office,North,Ohio,PROD-0040,Office Supplies,Binders,Eco Tape 725,442.0,4,0.0,70.46,67.66,Net Banking
ORD-002529,2022-12-24,CUST-0286,Richard White,Corporate,South,Georgia,PROD-0178,Furniture,Furnishings,Classic Lamp 279,2401.69,6,0.3,128.21,113.91,UPI
ORD-002530,2023-04-16,CUST-0027,Patricia Taylor,Home Office,West,Arizona,PROD-0033,Office Supplies,Art,Ultra Folder 916,25.16,8,0.5,-3.01,251.75,UPI
ORD-002531,2022-04-21,CUST-0473,David Taylor,Consumer,East,Connecticut,PROD-0056,Furniture,Bookcases,Smart Stool 655,5310.86,4,0.0,684.34,166.81,Card
ORD-002532,2021-12-31,CUST-0015,David Wilson,Consumer,North,Minnesota,PROD-0134,Office Supplies,Storage,Ultra Marker 254,581.42,7,0.0,194.43,160.53,Card
ORD-002533,2022-01-12,CUST-0095,Sarah Williams,Consumer,East,Pennsylvania,PROD-0176,Furniture,Bookcases,Smart Stool 705,2306.2,6,0.0,392.34,147.13,Card
ORD-002534,2023-08-05,CUST-0222,Jessica Moore,Home Office,East,Massachusetts,PROD-0165,Furniture,Tables,Classic Sofa 610,290.28,2,0.0,17.88,25.48,Cash
ORD-002535,2021-03-09,CUST-0130,David Anderson,Corporate,North,Wisconsin,PROD-0080,Furniture,Furnishings,Premium Cabinet 538,1162.18,2,0.4,-250.22,12.95,Cash
ORD-002536,2022-04-19,CUST-0352,William Williams,Home Office,East,Pennsylvania,PROD-0061,Office Supplies,Envelopes,Eco Scissors 269,1686.21,10,0.0,376.69,207.62,Cash
ORD-002537,2022-11-22,CUST-0058,John Taylor,Consumer,South,North Carolina,PROD-0001,Technology,Accessories,Pro Laptop 545,10269.93,7,0.0,3181.29,316.35,Cash
ORD-002538,2023-11-13,CUST-0453,William Williams,Consumer,South,Florida,PROD-0038,Furniture,Tables,Smart Shelf 301,814.54,3,0.5,-94.63,,UPI
ORD-002539,2023-07-01,CUST-0252,Barbara Anderson,Consumer,West,Oregon,PROD-0189,Office Supplies,Envelopes,Pro Marker 487,112.22,1,0.4,-23.78,10.46,Card
ORD-002540,2021-12-09,CUST-0492,John Jackson,Corporate,West,Nevada,PROD-0021,Office Supplies,Fasteners,Eco Scissors 870,61.35,5,0.2,0.91,113.49,UPI
ORD-002541,2022-07-09,CUST-0071,John Johnson,Home Office,West,Nevada,PROD-0190,Technology,Machines,Pro Phone 846,53.26,1,0.4,-0.22,47.69,Net Banking
ORD-002542,2022-06-11,CUST-0080,Richard Anderson,Consumer,South,Georgia,PROD-0178,Furniture,Furnishings,Classic Lamp 279,13262.04,8,0.1,1404.64,199.13,UPI
ORD-002543,2022-06-19,CUST-0241,Michael White,Home Office,East,Connecticut,PROD-0127,Technology,Accessories,Smart Monitor 377,485.04,10,0.2,7.26,254.92,Net Banking
ORD-002544,2023-06-08,CUST-0398,David Taylor,Corporate,South,Virginia,PROD-0014,Office Supplies,Labels,Eco Marker 789,526.1,10,0.5,-33.64,101.98,UPI
ORD-002545,2023-12-06,CUST-0080,Richard Anderson,Consumer,South,Georgia,PROD-0103,Technology,Phones,Premium Printer 469,3269.3,3,0.4,-208.89,19.04,Net Banking
ORD-002546,2023-06-16,CUST-0132,James Martin,Corporate,North,Ohio,PROD-0031,Technology,Phones,Pro Camera 858,1269.26,2,0.4,-330.03,42.4,Net Banking
ORD-002547,2021-01-22,CUST-0278,David Johnson,Corporate,North,Ohio,PROD-0132,Technology,Machines,Ultra Camera 575,1130.21,7,0.4,-201.53,176.27,UPI
ORD-002548,2021-10-23,CUST-0326,Barbara Thomas,Corporate,East,Pennsylvania,PROD-0017,Technology,Phones,Elite Monitor 696,3827.77,3,0.2,-267.71,105.54,Cash
ORD-002549,2022-07-08,CUST-0192,Barbara Wilson,Home Office,East,Pennsylvania,PROD-0173,Technology,Accessories,Basic Phone 353,12267.83,10,0.0,4209.48,291.49,UPI
ORD-002550,2023-12-06,CUST-0285,Joseph Miller,Consumer,West,Nevada,PROD-0006,Technology,Copiers,Smart Speaker 550,1677.8,1,0.4,-208.43,45.23,UPI
ORD-002551,2023-09-10,CUST-0088,John Davis,Corporate,North,Ohio,PROD-0011,Technology,Machines,Ultra Laptop 706,2273.34,8,0.2,-210.36,109.01,Net Banking
ORD-002552,2023-02-03,CUST-0500,Barbara Moore,Consumer,West,Oregon,PROD-0141,Office Supplies,Labels,Basic Tape 617,224.01,3,0.2,3.07,103.43,UPI
ORD-002553,2021-07-07,CUST-0499,Jennifer Jackson,Home Office,West,Arizona,PROD-0018,Technology,Copiers,Premium Printer 909,1247.3,1,0.5,-417.47,7.99,UPI
ORD-002554,2021-12-28,CUST-0015,David Wilson,Consumer,North,Minnesota,PROD-0186,Technology,Machines,Pro Phone 849,479.48,5,0.5,-144.3,194.21,Cash
ORD-002555,2021-12-26,CUST-0361,James Martin,Home Office,North,Wisconsin,PROD-0175,Furniture,Furnishings,Pro Shelf 280,811.34,10,0.5,-195.26,323.45,Net Banking
ORD-002556,2023-08-02,CUST-0138,Susan Martin,Home Office,West,Oregon,PROD-0166,Technology,Copiers,Basic Laptop 386,10687.47,6,0.1,2462.89,137.08,Net Banking
ORD-002557,2022-06-06,CUST-0384,Richard Taylor,Home Office,South,Florida,PROD-0080,Furniture,Furnishings,Premium Cabinet 538,13437.53,10,0.2,1218.58,107.91,UPI
ORD-002558,2022-08-06,CUST-0043,Mary Jackson,Corporate,East,New York,PROD-0104,Technology,Accessories,Eco Monitor 474,11733.76,5,0.0,3899.68,199.92,UPI
ORD-002559,2022-05-04,CUST-0048,Sarah Martin,Consumer,West,Nevada,PROD-0049,Technology,Copiers,Premium Printer 986,4707.76,4,0.5,-532.8,161.69,Net Banking
ORD-002560,2023-07-06,CUST-0380,William Thomas,Consumer,North,Ohio,PROD-0147,Technology,Copiers,Eco Tablet 223,2729.13,7,0.0,822.14,126.36,Net Banking
ORD-002561,2023-07-27,CUST-0393,Richard Anderson,Home Office,South,North Carolina,PROD-0023,Technology,Accessories,Ultra Printer 556,14321.04,9,0.2,1068.54,192.39,Card
ORD-002562,2021-03-13,CUST-0141,William Brown,Consumer,East,Pennsylvania,PROD-0070,Technology,Phones,Basic Camera 512,2425.48,6,0.4,-530.51,225.12,UPI
ORD-002563,2022-06-28,CUST-0228,Michael Wilson,Home Office,West,Arizona,PROD-0066,Technology,Phones,Pro Tablet 818,10814.36,7,0.1,268.17,144.01,Cash
ORD-002564,2023-06-23,CUST-0163,David Smith,Corporate,South,Virginia,PROD-0038,Furniture,Tables,Smart Shelf 301,2999.22,2,0.0,969.69,54.7,Card
ORD-002565,2022-05-28,CUST-0493,Robert Smith,Corporate,South,Texas,PROD-0137,Office Supplies,Art,Classic Marker 206,660.1,9,0.3,-7.3,373.23,Card
ORD-002566,2023-04-24,CUST-0125,Barbara Brown,Home Office,West,California,PROD-0092,Office Supplies,Paper,Premium Pen Set 724,109.45,8,0.1,18.09,284.64,Card
ORD-002567,2021-03-23,CUST-0450,Sarah Wilson,Corporate,North,Michigan,PROD-0195,Furniture,Chairs,Smart Stool 557,8905.12,5,0.0,1370.05,242.43,Net Banking
ORD-002568,2021-01-18,CUST-0340,Susan Jackson,Consumer,West,Arizona,PROD-0035,Furniture,Tables,Eco Cabinet 498,1104.6,3,0.5,-81.28,86.28,Card
ORD-002569,2021-10-16,CUST-0368,Linda Jones,Consumer,South,North Carolina,PROD-0157,Office Supplies,Fasteners,Basic Scissors 696,1035.85,8,0.2,75.26,226.98,Net Banking
ORD-002570,2021-01-11,CUST-0157,Barbara Harris,Consumer,West,Oregon,PROD-0099,Office Supplies,Labels,Classic Marker 310,187.42,2,0.5,-25.05,92.37,Net Banking
ORD-002571,2021-06-15,CUST-0407,William Taylor,Home Office,West,Oregon,PROD-0047,Furniture,Furnishings,Pro Sofa 668,3589.66,6,0.0,1050.34,115.05,Cash
ORD-002572,2023-05-18,CUST-0319,David Smith,Home Office,North,Ohio,PROD-0047,Furniture,Furnishings,Pro Sofa 668,4263.42,9,0.5,-737.98,256.16,Net Banking
ORD-002573,2022-11-09,CUST-0482,Sarah Moore,Consumer,West,Arizona,PROD-0121,Technology,Machines,Elite Laptop 979,6538.87,8,0.2,1176.62,112.59,Card
ORD-002574,2021-10-06,CUST-0060,Michael Moore,Home Office,East,New York,PROD-0157,Office Supplies,Fasteners,Basic Scissors 696,335.82,4,0.4,9.54,184.38,UPI
ORD-002575,2023-06-10,CUST-0493,Robert Smith,Corporate,South,Texas,PROD-0155,Furniture,Tables,Premium Chair 163,802.42,2,0.1,36.39,90.21,Card
ORD-002576,2022-07-25,CUST-0057,Michael Anderson,Home Office,South,Georgia,PROD-0040,Office Supplies,Binders,Eco Tape 725,1141.83,8,0.1,110.28,320.41,UPI
ORD-002577,2021-05-24,CUST-0209,Jessica Miller,Consumer,South,Georgia,PROD-0031,Technology,Phones,Pro Camera 858,3774.87,3,0.0,982.86,42.84,Card
ORD-002578,2021-02-27,CUST-0495,Jessica Harris,Consumer,East,Pennsylvania,PROD-0120,Office Supplies,Labels,Basic Stapler 608,37.94,1,0.3,3.81,7.8,Card
ORD-002579,2021-09-25,CUST-0068,Jennifer Harris,Corporate,West,Oregon,PROD-0181,Technology,Accessories,Pro Speaker 448,2497.7,1,0.1,552.24,48.13,Cash
ORD-002580,2023-10-05,CUST-0414,James Anderson,Home Office,South,Florida,PROD-0167,Technology,Accessories,Ultra Monitor 758,5083.51,5,0.2,137.1,220.47,Net Banking
ORD-002581,2021-08-04,CUST-0097,John Smith,Corporate,North,Michigan,PROD-0017,Technology,Phones,Elite Monitor 696,137.83,1,0.5,-25.72,11.74,Net Banking
ORD-002582,2021-04-08,CUST-0277,Joseph Williams,Home Office,South,Florida,PROD-0195,Furniture,Chairs,Smart Stool 557,6376.04,5,0.3,-20.56,135.0,Net Banking
ORD-002583,2022-12-26,CUST-0193,Patricia Brown,Home Office,East,Massachusetts,PROD-0060,Furniture,Tables,Smart Desk 981,8304.44,9,0.0,826.91,388.46,Cash
ORD-002584,2021-06-05,CUST-0174,Joseph Martin,Home Office,West,Oregon,PROD-0036,Furniture,Tables,Classic Desk 870,10165.33,9,0.4,-1424.8,44.56,UPI
ORD-002585,2022-07-13,CUST-0428,Sarah Williams,Home Office,West,Arizona,PROD-0158,Office Supplies,Binders,Basic Marker 122,615.58,5,0.0,129.92,224.28,UPI
ORD-002586,2022-11-04,CUST-0230,David Miller,Consumer,West,Arizona,PROD-0010,Furniture,Bookcases,Classic Cabinet 936,589.23,3,0.5,-190.11,112.44,Cash
ORD-002587,2021-11-23,CUST-0108,Richard Martin,Home Office,East,Connecticut,PROD-0191,Furniture,Furnishings,Premium Stool 286,7745.35,7,0.4,186.27,62.71,Net Banking
ORD-002588,2023-09-12,CUST-0476,Robert Thomas,Corporate,South,North Carolina,PROD-0192,Office Supplies,Binders,Ultra Marker 754,1135.35,6,0.0,217.26,167.23,Net Banking
ORD-002589,2022-05-14,CUST-0015,David Wilson,Consumer,North,Minnesota,PROD-0185,Office Supplies,Art,Basic Tape 444,1317.53,8,0.1,289.0,188.55,Card
ORD-002590,2021-01-15,CUST-0490,Jennifer Jackson,Corporate,North,Minnesota,PROD-0191,Furniture,Furnishings,Premium Stool 286,2792.74,4,0.2,227.1,77.23,UPI
ORD-002591,2022-12-02,CUST-0246,Mary Anderson,Consumer,South,Florida,PROD-0063,Furniture,Chairs,Smart Lamp 645,2688.52,3,0.5,-537.94,109.65,Card
ORD-002592,2022-11-09,CUST-0029,William Martin,Home Office,East,Connecticut,PROD-0066,Technology,Phones,Pro Tablet 818,11632.93,8,0.1,-136.47,71.31,Net Banking
ORD-002593,2021-09-17,CUST-0113,James Williams,Home Office,East,Massachusetts,PROD-0191,Furniture,Furnishings,Premium Stool 286,3387.27,8,0.0,486.59,85.37,UPI
ORD-002594,2021-11-09,CUST-0022,Jennifer White,Consumer,East,Pennsylvania,PROD-0196,Furniture,Bookcases,Ultra Desk 809,5905.13,9,0.1,1560.91,363.61,Net Banking
ORD-002595,2022-08-24,CUST-0333,Joseph Johnson,Consumer,North,Ohio,PROD-0010,Furniture,Bookcases,Classic Cabinet 936,2682.87,9,0.0,423.64,273.94,UPI
ORD-002596,2023-08-01,CUST-0205,Sarah Taylor,Consumer,East,Connecticut,PROD-0166,Technology,Copiers,Basic Laptop 386,4332.15,6,0.4,-378.56,101.76,UPI
ORD-002597,2022-06-26,CUST-0264,John Jackson,Home Office,North,Michigan,PROD-0172,Technology,Phones,Elite Speaker 642,5288.56,4,0.0,1393.55,129.24,Card
ORD-002598,2021-11-30,CUST-0494,David Brown,Corporate,North,Ohio,PROD-0177,Furniture,Bookcases,Pro Lamp 676,2554.02,8,0.5,-871.68,271.87,Net Banking
ORD-002599,2022-05-05,CUST-0457,Michael Brown,Corporate,East,Pennsylvania,PROD-0042,Technology,Accessories,Classic Speaker 729,6577.78,10,0.2,1168.65,228.22,Card
ORD-002600,2021-02-19,CUST-0250,Susan Brown,Consumer,South,Virginia,PROD-0106,Furniture,Chairs,Basic Lamp 114,2617.48,2,0.0,872.19,10.44,Cash
ORD-002601,2021-03-01,CUST-0295,Mary Anderson,Consumer,South,Texas,PROD-0131,Furniture,Furnishings,Smart Chair 305,11345.9,8,0.0,3518.86,165.35,Cash
ORD-002602,2023-05-19,CUST-0127,Jessica Martin,Consumer,South,Texas,PROD-0092,Office Supplies,Paper,Premium Pen Set 724,1608.87,9,0.0,98.88,311.96,Card
ORD-002603,2022-02-28,CUST-0188,Joseph Smith,Corporate,East,Connecticut,PROD-0056,Furniture,Bookcases,Smart Stool 655,3389.28,7,0.5,-1164.72,230.21,Net Banking
ORD-002604,2023-11-14,CUST-0252,Barbara Anderson,Consumer,West,Oregon,PROD-0043,Office Supplies,Labels,Pro Scissors 420,329.08,7,0.3,-2.49,238.16,UPI
ORD-002605,2022-08-29,CUST-0237,Joseph Williams,Corporate,East,Massachusetts,PROD-0179,Technology,Phones,Premium Laptop 338,10564.26,10,0.3,1086.84,41.95,UPI
ORD-002606,2022-05-07,CUST-0166,Jessica Martin,Corporate,West,Arizona,PROD-0167,Technology,Accessories,Ultra Monitor 758,1190.83,2,0.5,-375.8,54.31,UPI
ORD-002607,2022-04-05,CUST-0460,David Thomas,Home Office,South,Georgia,PROD-0020,Office Supplies,Binders,Premium Notebook 676,292.92,3,0.3,-43.05,140.56,Net Banking
ORD-002608,2023-12-21,CUST-0458,Michael Jackson,Home Office,North,Michigan,PROD-0172,Technology,Phones,Elite Speaker 642,1832.21,2,0.4,-137.35,15.05,Card
ORD-002609,2022-01-14,CUST-0313,Joseph Williams,Consumer,West,Nevada,PROD-0162,Technology,Copiers,Premium Monitor 491,10020.32,5,0.2,-141.28,29.11,Cash
ORD-002610,2021-10-05,CUST-0021,Sarah Williams,Corporate,West,Washington,PROD-0171,Furniture,Chairs,Ultra Shelf 130,2499.53,5,0.5,-723.0,135.53,Cash
ORD-002611,2022-01-22,CUST-0154,Robert Miller,Consumer,West,Oregon,PROD-0015,Technology,Accessories,Classic Camera 347,3357.03,3,0.0,959.21,113.03,UPI
ORD-002612,2021-01-20,CUST-0450,Sarah Wilson,Corporate,North,Michigan,PROD-0074,Office Supplies,Fasteners,Basic Stapler 914,277.54,7,0.1,15.78,295.88,Card
ORD-002613,2021-07-04,CUST-0295,Mary Anderson,Consumer,South,Texas,PROD-0065,Office Supplies,Binders,Basic Marker 238,115.8,1,0.3,2.96,34.02,UPI
ORD-002614,2022-10-12,CUST-0245,Robert White,Consumer,East,New York,PROD-0147,Technology,Copiers,Eco Tablet 223,1474.15,8,0.2,-123.0,324.98,Cash
ORD-002615,2022-10-28,CUST-0463,James Moore,Consumer,West,Washington,PROD-0040,Office Supplies,Binders,Eco Tape 725,1129.69,10,0.0,380.08,397.41,Cash
ORD-002616,2022-04-23,CUST-0410,Mary Smith,Corporate,West,Oregon,PROD-0078,Technology,Machines,Premium Camera 147,2757.42,2,0.1,94.58,78.11,Net Banking
ORD-002617,2023-08-04,CUST-0355,Jennifer Miller,Consumer,West,Oregon,PROD-0046,Office Supplies,Paper,Eco Tape 533,131.84,4,0.2,17.91,33.8,Card
ORD-002618,2021-12-05,CUST-0078,Linda Wilson,Corporate,South,Georgia,PROD-0007,Technology,Copiers,Pro Speaker 407,23889.7,9,0.0,8317.91,43.68,UPI
ORD-002619,2021-03-12,CUST-0304,Joseph Jones,Consumer,West,Oregon,PROD-0079,Furniture,Furnishings,Basic Chair 978,3683.22,9,0.0,823.27,313.55,UPI
ORD-002620,2021-11-20,CUST-0415,Richard White,Corporate,West,Washington,PROD-0093,Office Supplies,Paper,Smart Folder 839,260.0,10,0.0,53.02,62.95,Cash
ORD-002621,2023-03-15,CUST-0099,Joseph Jones,Consumer,West,California,PROD-0083,Furniture,Bookcases,Pro Sofa 153,1932.03,2,0.5,-120.31,27.95,Net Banking
ORD-002622,2023-03-28,CUST-0452,John Jackson,Home Office,North,Minnesota,PROD-0161,Furniture,Furnishings,Pro Chair 687,1029.21,2,0.5,-333.96,86.68,Cash
ORD-002623,2021-07-08,CUST-0354,Jessica Johnson,Home Office,West,Washington,PROD-0141,Office Supplies,Labels,Basic Tape 617,1021.89,8,0.2,-101.44,329.74,Card
ORD-002624,2022-02-26,CUST-0058,John Taylor,Consumer,South,North Carolina,PROD-0062,Office Supplies,Paper,Ultra Marker 933,569.71,4,0.2,100.16,61.54,UPI
